City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
341,Mangan,IN,27.52,88.53,85.62,45,5,4.85,clear sky
342,Sao Joao Da Barra,BR,-21.64,-41.05,63.99,77,55,11.9,broken clouds
343,Staraya Poltavka,RU,50.48,46.48,61.48,61,20,8.46,few clouds
344,San Jose,US,37.34,-121.89,75.99,53,75,6.93,smoke
345,Khandyga,RU,62.67,135.6,59.05,35,0,6.49,clear sky
346,Byron Bay,AU,-28.65,153.62,68.0,24,0,24.16,clear sky
347,Ponta Do Sol,PT,32.67,-17.1,73.4,69,20,16.11,few clouds
348,Trat,TH,12.5,102.5,86.0,79,40,9.17,scattered clouds
349,Tsiroanomandidy,MG,-18.77,46.03,58.08,58,0,5.06,clear sky
350,Luganville,VU,-15.53,167.17,82.4,74,75,3.36,broken clouds
351,Nikolskoye,RU,59.7,30.79,59.0,93,90,8.95,light intensity shower rain
352,Meulaboh,ID,4.14,96.13,83.64,64,56,3.38,broken clouds
353,Billings,US,45.78,-108.5,81.0,27,1,11.41,haze
354,Carnarvon,AU,-24.87,113.63,75.2,44,96,18.34,overcast clouds
355,Vestmanna,FO,62.16,-7.17,44.6,75,84,14.99,broken clouds
356,Payo,ID,-3.75,103.64,91.49,42,59,5.3,broken clouds
357,Piacabucu,BR,-10.41,-36.43,73.22,86,46,7.16,light rain
358,Kisesa,TZ,-3.08,34.15,58.53,75,93,8.55,overcast clouds
359,Cairns,AU,-16.92,145.77,82.0,34,86,13.87,overcast clouds
360,North Myrtle Beach,US,33.82,-78.68,81.0,78,1,5.39,clear sky
361,Vanavara,RU,60.34,102.28,71.8,47,100,8.81,overcast clouds
362,Puqi,CN,29.72,113.88,92.34,56,1,3.71,clear sky
363,Ambilobe,MG,-13.2,49.05,67.1,61,82,4.12,broken clouds
364,Tautira,PF,-17.73,-149.15,80.6,61,40,3.36,scattered clouds
365,Kropotkin,RU,45.44,40.58,67.39,44,53,9.71,broken clouds
366,Ugoofaaru,MV,5.67,73.0,83.68,67,75,4.38,broken clouds
367,Kolding,DK,55.49,9.47,57.99,100,82,8.05,light rain
368,Tabou,CI,4.42,-7.35,75.18,89,79,11.95,light rain
369,Urumqi,CN,43.8,87.6,82.4,28,36,4.47,scattered clouds
370,Churapcha,RU,62.0,132.43,59.63,32,0,5.79,clear sky
371,Qostanay,KZ,53.17,63.58,57.2,93,90,6.71,mist
372,Senanga,ZM,-16.12,23.27,57.11,65,0,6.71,clear sky
373,Sola,VU,-13.88,167.55,87.8,79,90,4.7,overcast clouds
374,Tarskoye,RU,42.97,44.77,55.4,100,100,4.47,overcast clouds
375,Qaqortoq,GL,60.72,-46.03,44.6,75,0,3.36,clear sky
376,Karratha,AU,-20.74,116.85,88.97,14,0,3.0,clear sky
377,Shimoda,JP,34.67,138.95,78.8,88,75,5.82,broken clouds
378,Amahai,ID,-3.33,128.92,81.27,73,67,9.22,broken clouds
379,Am Timan,TD,11.03,20.28,71.28,98,100,4.83,overcast clouds
380,Inirida,CO,3.87,-67.92,72.73,96,100,0.4,overcast clouds
381,Saint-Pierre,RE,-21.34,55.48,70.0,49,0,6.93,clear sky
382,Gravdal,NO,68.12,13.5,56.68,87,73,15.68,broken clouds
383,Port Pirie,AU,-33.18,138.02,55.4,62,40,9.17,scattered clouds
384,Kununurra,AU,-15.77,128.73,95.0,11,0,9.17,clear sky
385,Pale,BA,43.82,18.57,60.8,100,0,2.24,clear sky
386,La Ronge,CA,55.1,-105.28,59.0,93,90,16.11,light intensity shower rain
387,Lazaro Cardenas,MX,17.96,-102.2,79.93,86,5,2.37,light rain
388,Flinders,AU,-34.58,150.86,61.0,46,5,10.0,light rain
389,Alofi,NU,-19.06,-169.92,78.8,78,32,17.22,scattered clouds
390,Xinyang,CN,32.12,114.07,85.23,75,80,5.12,light rain
391,Miraflores,MX,19.22,-98.81,66.2,55,5,8.05,clear sky
392,General Pico,AR,-35.66,-63.76,48.81,46,0,16.51,clear sky
393,Iqaluit,CA,63.75,-68.51,41.0,86,40,4.76,scattered clouds
394,Vardo,NO,70.37,31.11,56.21,88,48,17.47,scattered clouds
395,North Bend,US,43.41,-124.22,63.0,82,1,23.04,clear sky
396,Bideford,GB,51.02,-4.2,61.0,92,87,11.99,light rain
397,Namatanai,PG,-3.67,152.43,80.24,80,89,3.96,moderate rain
398,San Luis,AR,-33.3,-66.34,47.86,44,0,9.91,clear sky
399,Diffa,NE,13.32,12.61,81.01,58,97,9.73,light rain
400,Inta,RU,66.03,60.17,48.74,82,92,3.78,overcast clouds
401,Springfield,US,37.22,-93.3,73.99,73,1,3.4,clear sky
402,Tevaitoa,PF,-16.78,-151.5,76.44,80,5,23.11,clear sky
403,Massaguet,TD,12.48,15.44,73.4,100,20,3.36,few clouds
404,Sampit,ID,-2.53,112.95,94.19,43,49,4.45,scattered clouds
405,Bambous Virieux,MU,-20.34,57.76,71.6,73,75,16.11,broken clouds
406,Saryg-Sep,RU,51.5,95.6,67.93,46,8,2.35,clear sky
407,Barcelos,PT,41.54,-8.62,61.0,100,0,2.91,clear sky
408,Naze,JP,28.37,129.48,87.8,74,75,3.36,broken clouds
409,Dumai,ID,1.68,101.45,85.28,74,100,3.49,moderate rain
410,Marovoay,MG,-16.1,46.63,64.4,77,68,2.24,broken clouds
411,Haines Junction,CA,60.75,-137.51,58.41,72,93,4.81,light rain
412,Zhangye,CN,38.93,100.45,75.45,32,71,4.59,broken clouds
413,Salinopolis,BR,-0.61,-47.36,78.12,88,4,8.5,clear sky
414,Mumbwa,ZM,-14.98,27.06,51.48,84,0,7.05,clear sky
415,Berlevag,NO,70.86,29.09,59.13,83,48,19.15,scattered clouds
416,Puerto Cabezas,NI,14.04,-83.39,79.27,86,50,6.98,scattered clouds
417,Isiro,CD,2.77,27.62,66.51,99,96,1.41,moderate rain
418,Nouadhibou,MR,20.93,-17.03,73.4,83,84,9.17,broken clouds
419,Banes,CU,20.96,-75.72,78.8,88,20,3.36,few clouds
420,Gadung,PH,6.8,124.02,83.82,69,37,6.26,scattered clouds
421,Agadez,NE,19.75,10.25,89.89,39,100,11.74,overcast clouds
422,Vieux-Habitants,GP,16.06,-61.77,80.6,88,20,3.36,few clouds
423,Fonte Boa,BR,-2.5,-66.27,69.12,77,0,1.92,clear sky
424,Copiapo,CL,-27.37,-70.33,51.8,76,0,4.7,clear sky
425,Bacolod,PH,10.67,122.95,86.63,67,94,1.48,light rain
426,Sembakung,ID,3.82,117.25,93.24,52,87,1.45,overcast clouds
427,Kaliua,TZ,-5.06,31.79,60.53,66,83,4.45,broken clouds
428,Rio Grande,BR,-32.03,-52.1,50.99,76,0,8.37,clear sky
429,Abu Samrah,SY,35.3,37.18,70.32,65,0,7.23,clear sky
430,Kimbe,PG,-5.55,150.14,74.3,91,100,3.4,heavy intensity rain
431,Quang Ngai,VN,15.12,108.8,93.2,51,38,2.71,scattered clouds
432,Lhokseumawe,ID,5.18,97.15,86.27,66,43,3.56,scattered clouds
433,Tateyama,JP,34.98,139.87,80.6,83,75,5.82,broken clouds
434,Praia Da Vitoria,PT,38.73,-27.07,69.8,83,20,4.27,few clouds
435,Hamilton,US,39.18,-84.53,71.01,94,1,2.37,clear sky
436,Moindou,NC,-21.69,165.68,75.2,78,90,9.17,overcast clouds
437,Komsomolskiy,UZ,40.43,71.72,82.4,28,0,2.24,clear sky
438,Onega,RU,63.91,38.14,60.06,74,96,11.01,overcast clouds
439,Makakilo City,US,21.35,-158.09,87.8,52,1,6.93,clear sky
440,Srednekolymsk,RU,67.45,153.68,37.24,94,100,9.75,overcast clouds
441,Krasnogorskoye,RU,52.3,86.2,61.61,77,100,3.98,light rain
442,Sandwick,GB,60.0,-1.25,51.8,93,99,13.87,overcast clouds
443,Soma,TR,39.19,27.61,77.0,82,0,3.36,clear sky
444,Straumen,NO,63.87,11.3,55.4,82,75,24.16,light rain
445,Paracuru,BR,-3.41,-39.03,79.0,74,28,14.0,scattered clouds
446,Krasnyy Kut,RU,50.95,46.97,59.58,65,12,8.25,few clouds
447,Creel,MX,27.75,-107.63,56.77,88,92,4.5,light rain
448,Nieuw Amsterdam,SR,5.88,-55.08,77.0,94,12,5.3,few clouds
449,Champerico,GT,14.3,-91.92,76.59,88,100,2.66,light rain
450,Marathon,US,44.9,-89.77,64.99,100,1,1.57,clear sky
451,Tura,IN,25.52,90.22,81.75,84,2,4.0,light rain
452,Maningrida,AU,-12.07,134.27,91.04,26,0,11.63,clear sky
453,Bom Jesus,BR,-9.07,-44.36,78.67,40,69,0.96,broken clouds
454,Surgut,RU,61.25,73.42,53.6,100,75,6.71,light intensity shower rain
455,Touros,BR,-5.2,-35.46,73.4,94,40,4.7,scattered clouds
456,Yamada,JP,39.47,141.95,81.03,71,100,6.73,overcast clouds
457,La Tuque,CA,47.43,-72.78,56.19,91,48,3.49,scattered clouds
458,Tuatapere,NZ,-46.13,167.68,55.99,76,81,8.99,broken clouds
459,Christchurch,NZ,-43.53,172.63,54.0,87,48,12.75,light rain
460,Revyakino,RU,54.37,37.66,57.94,81,28,2.33,scattered clouds
461,Thinadhoo,MV,0.53,72.93,83.16,72,43,7.47,light rain
462,Kalakamati,BW,-20.59,27.31,46.4,100,90,6.93,fog
463,Mao,ES,39.89,4.27,77.0,61,0,16.11,clear sky
464,Dovers,VC,12.88,-61.18,83.12,78,99,12.53,overcast clouds
465,Ngerengere,TZ,-6.75,38.12,66.2,93,75,3.2,broken clouds
466,Cooma,AU,-36.23,149.13,46.4,45,90,24.16,overcast clouds
467,The Pas,CA,53.83,-101.25,57.2,87,90,8.99,light rain
468,Arona,ES,28.1,-16.68,81.0,47,0,18.34,clear sky
469,Haverhill,US,42.78,-71.08,68.0,93,20,3.36,few clouds
470,Mogadishu,SO,2.04,45.34,76.46,80,95,15.84,light rain
471,Robertsport,LR,6.75,-11.37,76.33,89,97,9.28,moderate rain
472,Yerbogachen,RU,61.28,108.01,65.5,41,0,10.83,clear sky
473,Bitung,ID,1.45,125.18,93.2,52,20,9.17,few clouds
474,Leh,IN,34.17,77.58,64.67,25,0,1.74,clear sky
475,Port Maria,JM,18.37,-76.89,78.01,91,2,1.01,clear sky
476,Svetlogorsk,BY,52.63,29.73,55.0,81,0,7.45,clear sky
477,Hobyo,SO,5.35,48.53,76.84,77,64,21.68,broken clouds
478,Ahipara,NZ,-35.17,173.17,58.33,92,89,13.85,moderate rain
479,Havre-Saint-Pierre,CA,50.23,-63.6,51.8,93,90,3.36,overcast clouds
480,Samarai,PG,-10.62,150.67,77.31,72,45,13.44,scattered clouds
481,Clyde River,CA,70.47,-68.59,44.51,87,61,7.65,broken clouds
482,Horconcitos,PA,8.47,-81.8,68.79,97,100,0.63,overcast clouds
483,Acapulco,MX,16.86,-99.89,79.57,83,100,5.14,moderate rain
484,Calama,CL,-22.47,-68.93,48.2,34,0,4.7,clear sky
485,Portales,US,34.19,-103.33,80.01,47,1,10.29,clear sky
486,Port Hardy,CA,50.7,-127.42,53.6,100,40,3.36,scattered clouds
487,Sharan,RU,54.82,54.0,54.61,81,51,5.57,broken clouds
488,Westport,US,41.14,-73.36,77.0,83,1,5.82,clear sky
489,Turka,UA,49.15,23.03,62.01,97,0,4.0,clear sky
490,Maldonado,UY,-34.67,-54.92,48.0,81,0,6.93,clear sky
491,Dunedin,NZ,-45.87,170.5,48.99,94,100,3.0,overcast clouds
492,Yeppoon,AU,-23.13,150.73,71.6,15,0,11.41,clear sky
493,Ajdabiya,LY,30.76,20.23,72.43,82,0,9.95,clear sky
494,Panzhihua,CN,26.59,101.71,75.99,61,19,1.95,light rain
495,Magadan,RU,59.57,150.8,52.99,49,83,3.38,broken clouds
496,Eyl,SO,7.98,49.82,78.62,60,70,27.63,broken clouds
497,Xichang,CN,27.9,102.26,78.87,58,77,4.03,broken clouds
498,Mus,TR,39.0,41.75,60.8,77,40,8.05,scattered clouds
499,Louis Trichardt,ZA,-23.04,29.9,47.07,86,0,2.46,clear sky
500,Roma,US,43.21,-75.46,68.0,82,1,5.82,clear sky
501,Qurayyat,SA,31.33,37.34,69.8,68,0,11.41,clear sky
502,Ulundi,ZA,-28.34,31.42,54.82,39,0,5.84,clear sky
503,Ramygala,LT,55.52,24.3,66.2,93,90,3.36,overcast clouds
504,Dauphin,CA,51.15,-100.05,62.6,93,90,12.75,overcast clouds
505,Kumluca,TR,36.37,30.29,83.12,40,0,7.29,clear sky
506,Teahupoo,PF,-17.83,-149.27,78.8,65,40,4.7,scattered clouds
507,Ampanihy,MG,-24.7,44.75,59.4,87,0,7.56,clear sky
508,Havelock,US,34.88,-76.9,80.01,83,1,5.82,clear sky
509,Hearst,CA,49.68,-83.67,55.96,96,27,4.85,scattered clouds
510,Baleshwar,IN,21.49,86.93,81.95,77,100,3.87,overcast clouds
511,Bilma,NE,18.69,12.92,90.03,40,58,7.16,broken clouds
512,Roald,NO,62.58,6.13,53.6,81,100,10.29,light rain
513,Kirakira,SB,-10.45,161.92,83.14,78,95,15.73,moderate rain
514,Aswan,EG,24.09,32.91,79.74,34,0,6.8,clear sky
515,Bizhbulyak,RU,53.7,54.26,54.57,78,3,5.21,clear sky
516,Nishihara,JP,26.18,127.76,86.0,74,75,18.34,light rain
517,Yakuplu,TR,40.99,28.68,75.0,88,0,6.93,clear sky
518,Asfi,MA,32.3,-9.24,70.88,82,98,16.64,overcast clouds
519,Shakhovskaya,RU,56.03,35.51,55.83,86,24,6.29,few clouds
520,Siegen,DE,50.87,8.03,57.99,86,85,5.26,overcast clouds
521,Imeni Poliny Osipenko,RU,52.42,136.49,66.22,67,67,9.44,broken clouds
522,Alice Springs,AU,-23.7,133.88,75.0,22,0,8.05,clear sky
523,Westerland,DE,54.91,8.3,62.6,77,55,13.87,light rain
524,Antalaha,MG,-14.9,50.28,68.23,80,71,9.19,broken clouds
525,Hualmay,PE,-11.1,-77.61,59.72,83,82,6.11,broken clouds
526,Saint-Augustin,CA,51.23,-58.65,54.03,91,45,6.35,scattered clouds
527,Lufilufi,WS,-13.87,-171.6,87.8,74,40,8.05,scattered clouds
528,Waipawa,NZ,-41.41,175.52,57.0,87,53,4.7,light rain
529,Guiuan,PH,11.03,125.72,84.36,72,100,8.9,overcast clouds
530,Los Llanos De Aridane,ES,28.66,-17.92,84.0,83,16,11.41,few clouds
531,Atocha,BO,-20.93,-66.23,36.0,59,0,15.73,clear sky
532,Saint-Joseph,RE,-21.37,55.62,70.0,49,16,6.93,few clouds
533,Dingle,PH,11.0,122.67,87.82,64,100,4.05,overcast clouds
534,Denpasar,ID,-8.65,115.22,82.4,88,20,16.11,few clouds
535,Buin,CL,-33.73,-70.75,50.0,93,19,6.93,mist
536,Faanui,PF,-16.48,-151.75,76.14,81,5,21.5,light rain
537,Russell,US,32.35,-85.2,75.2,88,20,5.82,few clouds
538,Phalodi,IN,27.13,72.37,90.21,55,52,14.45,broken clouds
539,Omsukchan,RU,62.53,155.8,36.28,85,100,11.92,overcast clouds
540,Virginia Beach,US,36.85,-75.98,79.0,88,75,4.47,broken clouds
541,Nabire,ID,-3.37,135.48,81.77,77,59,1.48,light rain
542,Alpoyeca,MX,17.67,-98.52,68.95,81,92,3.94,light rain
543,Conde,BR,-7.26,-34.91,71.6,100,40,4.7,scattered clouds
544,Dolores,AR,-36.31,-57.68,45.09,82,0,9.31,clear sky
545,Wagga Wagga,AU,-35.12,147.37,48.2,93,90,14.99,overcast clouds
546,Victor Harbor,AU,-35.57,138.62,55.99,54,38,1.01,light rain
547,Ewa Beach,US,21.32,-158.01,87.8,52,1,6.93,clear sky
548,Ponta Delgada,PT,37.73,-25.67,68.0,82,20,3.36,few clouds
549,Deori Khas,IN,23.4,79.02,77.31,86,53,13.62,broken clouds
550,Inhambane,MZ,-23.86,35.38,61.07,79,0,0.96,clear sky
551,Ambon,ID,-3.7,128.18,80.83,74,44,15.43,scattered clouds
552,Ivanjica,RS,43.58,20.23,60.8,100,90,2.89,fog
553,Portland,US,45.52,-122.68,71.01,66,0,1.01,clear sky
554,Ahome,MX,25.92,-109.18,82.49,74,63,1.92,light rain
555,Malanje,AO,-9.54,16.34,61.52,93,43,4.0,scattered clouds
556,Betsiamites,CA,48.94,-68.65,59.0,100,1,3.33,clear sky
557,Pelym,RU,61.01,62.0,56.17,78,8,7.61,clear sky
558,Dandong,CN,40.13,124.39,77.97,74,66,9.93,broken clouds
559,Paamiut,GL,61.99,-49.67,42.4,91,26,10.42,scattered clouds
560,Peleduy,RU,59.63,112.74,69.98,42,100,13.09,overcast clouds
561,Birao,CF,10.28,22.79,69.8,98,82,4.85,broken clouds
562,Fort Collins,US,40.59,-105.08,73.99,50,2,1.01,clear sky
563,Shahgarh,IN,24.32,79.13,79.39,81,90,16.24,overcast clouds
564,Baykit,RU,61.67,96.37,61.92,79,100,1.7,overcast clouds
565,Yaan,NG,7.38,8.57,71.87,99,100,3.74,moderate rain
566,Ochamchira,GE,42.71,41.47,67.48,76,29,8.57,scattered clouds
567,Najran,SA,17.49,44.13,86.0,23,75,4.76,broken clouds
568,Jamame,SO,0.07,42.75,75.67,78,71,11.41,broken clouds
569,Krasnoselkup,RU,65.7,82.47,64.11,60,59,7.52,broken clouds
570,Batagay-Alyta,RU,67.8,130.41,40.96,74,100,5.61,overcast clouds
571,Wajima,JP,37.4,136.9,80.6,83,75,2.24,broken clouds
572,Saint George,US,37.1,-113.58,87.8,33,1,10.29,clear sky
573,Araguacu,BR,-12.93,-49.83,75.79,43,30,7.29,scattered clouds
574,Mackay,AU,-21.15,149.2,71.01,43,16,17.22,few clouds
575,Kiama,AU,-34.68,150.87,61.0,47,12,30.0,few clouds
576,Margate,GB,51.38,1.39,61.0,79,14,1.99,few clouds
577,Minab,IR,27.15,57.08,93.2,52,41,2.24,haze
578,Kushima,JP,31.46,131.23,86.0,74,75,12.75,broken clouds
579,Marsa Matruh,EG,31.35,27.25,77.0,73,0,4.7,clear sky
580,Las Cruces,US,32.31,-106.78,89.01,23,32,11.77,scattered clouds
581,Pinar Del Rio,CU,22.42,-83.7,77.41,91,100,6.55,overcast clouds
582,Manggar,ID,-2.88,108.27,84.81,71,77,12.66,broken clouds
583,Gizo,SB,-8.1,156.84,83.79,78,100,14.61,moderate rain
584,Carutapera,BR,-1.2,-46.02,75.94,92,0,4.18,clear sky
585,Cockburn Town,TC,21.46,-71.14,84.09,80,100,29.95,light rain
586,Itaueira,BR,-7.6,-43.03,80.4,32,54,8.08,broken clouds
587,Obodivka,UA,48.41,29.25,55.0,90,0,3.38,clear sky
588,Eravur,LK,7.77,81.61,87.15,58,68,2.91,broken clouds
589,Grindavik,IS,63.84,-22.43,48.2,100,32,5.82,fog
590,Willowmore,ZA,-33.29,23.49,48.2,43,0,5.86,clear sky
591,Soyo,AO,-6.13,12.37,73.02,89,33,5.01,scattered clouds
592,Ossora,RU,59.24,163.07,56.89,63,99,4.47,light rain
593,Ajmer,IN,26.45,74.63,81.59,74,19,13.38,few clouds
594,Puerto Leguizamo,CO,-0.19,-74.78,67.08,94,33,2.71,scattered clouds
595,Teacapan,MX,22.55,-105.75,81.91,85,57,7.25,broken clouds
596,Paranapanema,BR,-23.39,-48.72,49.77,90,38,8.5,scattered clouds
597,Benguela,AO,-12.58,13.41,68.58,86,75,2.64,broken clouds
598,Bambanglipuro,ID,-7.95,110.28,85.08,62,25,14.56,scattered clouds
599,Worthington,US,40.09,-83.02,71.6,83,1,2.59,clear sky
600,Salinas,US,36.68,-121.66,66.2,82,1,8.05,clear sky
601,Pangai,TO,-19.8,-174.35,82.4,78,40,13.87,scattered clouds
602,Te Anau,NZ,-45.42,167.72,51.08,69,58,1.54,broken clouds
603,Nuuk,GL,64.18,-51.72,39.2,100,47,3.36,mist
604,Tarko-Sale,RU,64.92,77.78,61.0,79,0,17.25,clear sky
605,Totness,SR,5.88,-56.32,79.86,83,38,7.14,scattered clouds
606,Nhulunbuy,AU,-12.23,136.77,84.2,45,40,20.8,scattered clouds
607,Shaunavon,CA,49.65,-108.42,65.71,45,15,11.59,few clouds
608,Adrar,MR,20.5,-10.07,96.01,11,20,6.49,few clouds
609,Saint-Paul,RE,-21.01,55.27,71.6,68,1,19.46,clear sky
610,Atlantic City,US,39.36,-74.42,75.0,88,1,6.31,clear sky
611,Hilton Head Island,US,32.22,-80.75,82.99,84,100,9.28,overcast clouds
612,Hirna,ET,9.22,41.1,58.87,87,100,9.95,overcast clouds
613,Kismayo,SO,-0.36,42.55,76.75,76,74,15.97,broken clouds
614,Obertyn,UA,48.7,25.17,57.2,93,0,3.8,mist
615,Aitape,PG,-3.14,142.35,84.54,70,71,4.68,light rain
616,Matara,LK,5.95,80.54,84.51,69,39,6.02,scattered clouds
617,Vestmannaeyjar,IS,63.44,-20.27,51.24,77,8,3.89,clear sky
618,Jardim,BR,-21.48,-56.14,57.67,73,77,6.04,broken clouds
619,Pocoes,BR,-14.53,-40.37,60.19,92,67,7.36,broken clouds
620,Necochea,AR,-38.55,-58.74,46.0,63,0,15.01,clear sky
621,Muros,ES,42.78,-9.06,57.99,93,0,5.17,clear sky
622,Calabozo,VE,8.92,-67.43,72.07,98,100,5.77,light rain
623,Songkhla,TH,6.83,100.67,87.8,70,20,8.05,few clouds
624,Ulladulla,AU,-35.35,150.47,57.2,41,40,23.04,scattered clouds
625,Youkounkoun,GN,12.53,-13.13,73.67,98,100,7.56,overcast clouds
626,Katobu,ID,-4.94,122.53,88.23,48,43,9.26,scattered clouds
627,Richards Bay,ZA,-28.78,32.04,58.23,72,0,6.53,clear sky
628,Oia,PT,40.54,-8.54,64.99,1,0,1.01,clear sky
629,Jacmel,HT,18.23,-72.53,86.0,74,40,2.24,scattered clouds
630,Novovasylivka,UA,46.83,35.75,63.39,46,7,9.48,clear sky
631,Cap-Aux-Meules,CA,47.38,-61.86,64.65,66,19,5.35,few clouds
632,Kangaatsiaq,GL,68.31,-53.46,46.51,67,0,9.1,clear sky
633,Zhuhai,CN,22.28,113.57,96.01,79,20,6.93,few clouds
634,Manati,PR,18.43,-66.49,78.01,83,100,8.99,overcast clouds
635,Aripuana,BR,-9.17,-60.63,68.77,58,0,3.06,clear sky
636,Yuzhno-Kurilsk,RU,44.03,145.86,64.9,76,55,9.24,broken clouds
637,Morgan City,US,29.7,-91.21,78.8,94,1,5.28,clear sky
638,Dmytrivka,UA,45.97,28.99,64.49,69,0,7.36,clear sky
639,Kemise,ET,10.72,39.87,68.63,70,85,4.03,light rain
640,Itarema,BR,-2.92,-39.92,77.72,83,26,15.52,scattered clouds
641,Slonim,BY,53.09,25.32,62.71,91,79,6.73,light rain
642,Montijo,PT,38.71,-8.97,66.2,77,0,6.93,clear sky
643,Biak,ID,-0.91,122.88,83.5,59,5,8.9,clear sky
644,Half Moon Bay,US,37.46,-122.43,73.99,93,90,4.18,mist
645,Port Macquarie,AU,-31.43,152.92,64.4,27,0,18.34,clear sky
646,Kamaishi,JP,39.27,141.88,82.4,69,75,6.93,broken clouds
647,Ngaoundere,CM,7.32,13.58,64.53,99,100,3.33,light rain
648,Porvoo,FI,60.39,25.67,64.0,96,75,1.01,broken clouds
649,Nalut,LY,30.33,10.85,70.99,44,0,9.15,clear sky
650,Priiskovyy,RU,51.93,116.63,61.97,89,100,1.45,light rain
651,Ankola,IN,14.67,74.3,81.95,81,100,8.12,light rain
652,Ucluelet,CA,48.93,-125.55,60.01,86,53,7.83,broken clouds
653,Santander,ES,43.46,-3.8,63.0,93,40,5.21,scattered clouds
654,Deputatskiy,RU,69.3,139.9,37.29,80,99,2.51,overcast clouds
655,Menemen,TR,38.61,27.07,77.0,68,0,5.82,clear sky
656,Serebryanyy Bor,RU,56.8,124.8,62.42,45,89,3.44,overcast clouds
657,Slavyanka,RU,42.86,131.38,70.3,87,100,5.44,overcast clouds
658,Kholodnyy,RU,62.72,147.95,45.45,54,99,7.85,overcast clouds
659,Mazatan,MX,14.87,-92.45,75.2,100,75,5.21,broken clouds
660,Aasiaat,GL,68.71,-52.87,35.73,83,0,3.29,clear sky
661,Kahta,TR,37.79,38.62,73.4,35,0,13.87,clear sky
662,Pitimbu,BR,-7.47,-34.81,71.6,100,40,2.24,scattered clouds
663,Dwarka,IN,22.24,68.97,81.23,91,100,18.97,heavy intensity rain
664,Broken Hill,AU,-31.95,141.43,51.8,40,75,13.87,broken clouds
665,Gadu,PH,17.63,121.61,89.02,65,87,3.98,overcast clouds
666,Konevo,RU,62.12,39.32,59.76,78,53,7.14,broken clouds
667,Male,MV,4.17,73.51,87.8,70,75,5.82,broken clouds
668,Tairua,NZ,-37.02,175.85,60.01,85,37,10.38,light rain
669,Husavik,IS,66.04,-17.34,42.8,93,75,1.43,light rain
670,Atasu,KZ,48.68,71.64,65.37,43,24,2.8,few clouds
671,La Palma,US,33.85,-118.05,78.8,74,1,5.82,clear sky
672,Pulandian,CN,39.4,121.97,78.8,74,40,8.95,scattered clouds
673,Harper,LR,4.38,-7.72,75.36,88,72,12.28,broken clouds
674,Panaba,MX,21.28,-88.27,76.28,91,97,0.78,overcast clouds
675,Oranjemund,NA,-28.55,16.43,54.21,72,0,4.76,clear sky
676,Gijon,ES,43.54,-5.66,62.6,88,75,1.12,broken clouds
677,Stolin,BY,51.89,26.85,63.75,77,60,8.97,broken clouds
678,Tulun,RU,54.56,100.58,60.17,79,100,5.75,overcast clouds
679,Nadym,RU,65.53,72.52,60.04,77,91,15.23,overcast clouds
680,Warrnambool,AU,-38.38,142.48,52.0,72,85,1.01,light rain
681,Palmer,US,42.16,-72.33,69.01,93,1,0.83,clear sky
682,Pekalongan,ID,-6.89,109.68,88.36,52,0,4.81,clear sky
